######################################################################
#
# 	CONDITIONS OF USE
# ____________________________________________________________________
# 
# 
# The files are freely available for download and use on the condition 
# that APNIC will not be held responsible for any loss or damage 
# arising from the use of the information contained in these reports.
# 
# APNIC endeavours to the best of its ability to ensure the accuracy 
# of these reports; however, APNIC makes no guarantee in this regard.
# 
# In particular, it should be noted that these reports seek to 
# indicate where resources were first allocated or assigned. It is not
# intended that these reports be considered as an authoritative 
# statement of the location in which any specific resource may 
# currently be in use.
# 
# For more information see: 
#
#       https://www.apnic.net/db/rir-stats-format.html
# or
#	ftp://ftp.apnic.net/pub/apnic/stats/apnic/README.TXT
#
######################################################################
#
2|apnic|20121022|28464|19850701|20121019|+1000
apnic|IN|asn|55740|1|20100831|allocated
apnic|IN|asn|55741|1|20100831|allocated
apnic|AU|asn|55742|1|20100831|allocated
apnic|CN|asn|55743|1|20100831|allocated
apnic|AF|asn|55745|1|20100901|allocated
apnic|NZ|asn|55746|2|20100901|allocated
apnic|JP|asn|55748|1|20100902|allocated
apnic|IN|asn|55749|1|20100903|allocated
apnic|HK|asn|55750|1|20100907|allocated
apnic|AU|asn|55752|1|20100907|allocated
apnic|AU|asn|55753|1|20100907|allocated
apnic|AU|asn|55754|1|20100909|allocated
apnic|SG|asn|55755|1|20100909|allocated
apnic|IN|asn|55756|1|20100910|allocated
apnic|IN|asn|55757|1|20100910|allocated
apnic|NZ|asn|55759|1|20100914|allocated
apnic|TH|asn|55760|1|20100915|allocated
apnic|MY|asn|55761|1|20100915|allocated
apnic|AU|asn|55762|1|20100915|allocated
apnic|NP|asn|55763|1|20100915|allocated
apnic|IN|asn|55764|1|20100915|allocated
apnic|AU|asn|55765|1|20100916|allocated
apnic|AU|asn|55766|1|20100916|allocated
apnic|AF|asn|55767|1|20100916|allocated
apnic|AU|asn|55768|1|20100916|allocated
apnic|HK|asn|55770|1|20100920|allocated
apnic|TH|asn|55771|1|20100917|allocated
apnic|AU|asn|55772|1|20100917|allocated
apnic|AU|asn|55773|1|20100917|allocated
apnic|AU|asn|55774|1|20100917|allocated
apnic|AU|asn|55775|1|20100917|allocated
apnic|AU|asn|55776|1|20100920|allocated
apnic|JP|asn|55777|1|20100917|allocated
apnic|HK|asn|55778|1|20100920|allocated
apnic|IN|asn|55779|1|20100920|allocated
apnic|IN|asn|55780|1|20100920|allocated
apnic|SG|asn|55781|1|20100921|allocated
apnic|IN|asn|55782|1|20100921|allocated
apnic|AF|asn|55784|1|20100923|allocated
apnic|NZ|asn|55785|1|20100923|allocated
apnic|CN|asn|55786|1|20100924|allocated
apnic|HK|asn|55787|1|20100924|allocated
apnic|TW|asn|55789|1|20100927|allocated
apnic|TH|asn|55790|1|20100927|allocated
apnic|PG|asn|55792|1|20100929|allocated
apnic|NZ|asn|55793|1|20100930|allocated
apnic|ID|asn|55794|1|20100930|allocated
apnic|AU|asn|55795|1|20101001|allocated
apnic|AU|asn|55797|1|20101001|allocated
apnic|PH|asn|55798|1|20101005|allocated
apnic|MY|asn|55799|1|20101005|allocated
apnic|SG|asn|55800|1|20101005|allocated
apnic|MN|asn|55801|1|20101007|allocated
apnic|TH|asn|55802|1|20101007|allocated
apnic|AU|asn|55803|1|20101008|allocated
apnic|IN|asn|55804|1|20101011|allocated
apnic|MN|asn|55805|1|20101011|allocated
apnic|IN|asn|55806|1|20101011|allocated
apnic|HK|asn|55807|1|20101011|allocated
apnic|TH|asn|55808|1|20101012|allocated
apnic|AU|asn|55811|1|20101013|allocated
apnic|PH|asn|55812|1|20101013|allocated
apnic|AU|asn|55813|1|20101014|allocated
apnic|IN|asn|55814|1|20101014|allocated
apnic|AU|asn|55815|1|20101015|allocated
apnic|PK|asn|55816|1|20101015|allocated
apnic|JP|asn|55817|1|20101015|allocated
apnic|ID|asn|55818|1|20101018|allocated
apnic|AU|asn|55819|1|20101018|allocated
apnic|SG|asn|55820|1|20101018|allocated
apnic|PH|asn|55821|1|20101018|allocated
apnic|MY|asn|55822|1|20101019|allocated
apnic|IN|asn|55823|1|20101019|allocated
apnic|IN|asn|55824|1|20101019|allocated
apnic|ID|asn|55825|1|20101020|allocated
apnic|CN|asn|55826|1|20101020|allocated
apnic|MY|asn|55827|1|20101021|allocated
apnic|BD|asn|55828|1|20101022|allocated
apnic|PG|asn|55829|1|20101022|allocated
apnic|ID|asn|55830|1|20101025|allocated
apnic|IN|asn|55831|1|20101025|allocated
apnic|IN|asn|55832|1|20101026|allocated
apnic|PH|asn|55833|1|20101026|allocated
apnic|AU|asn|55834|1|20101026|allocated
apnic|IN|asn|55836|1|20101027|allocated
apnic|AU|asn|55837|1|20101027|allocated
apnic|IN|asn|55839|1|20101105|allocated
apnic|MY|asn|55840|1|20101028|allocated
apnic|SG|asn|55843|1|20101029|allocated
apnic|TH|asn|55844|1|20101102|allocated
apnic|AU|asn|55845|1|20101102|allocated
apnic|BD|asn|55846|1|20101102|allocated
apnic|IN|asn|55847|1|20101103|allocated
apnic|AU|asn|55848|1|20101103|allocated
apnic|CN|asn|55849|1|20101104|allocated
apnic|NZ|asn|55850|1|20101104|allocated
apnic|AU|asn|55851|1|20101104|allocated
apnic|HK|asn|55852|1|20101105|allocated
apnic|NZ|asn|55853|1|20101105|allocated
apnic|SG|asn|55854|1|20101105|allocated
apnic|SG|asn|55855|1|20101105|allocated
apnic|MY|asn|55856|1|20101108|allocated
apnic|NZ|asn|55857|1|20101108|allocated
apnic|HK|asn|55858|1|20101109|allocated
apnic|AU|asn|55859|1|20101109|allocated
apnic|NZ|asn|55860|1|20101109|allocated
apnic|AU|asn|55861|1|20101109|allocated
apnic|IN|asn|55862|1|20101110|allocated
apnic|GU|asn|55863|1|20101110|allocated
apnic|TH|asn|55864|1|20101116|allocated
apnic|AU|asn|55865|1|20101111|allocated
apnic|AU|asn|55866|1|20101111|allocated
apnic|TH|asn|55867|1|20101112|allocated
apnic|TH|asn|55868|1|20101115|allocated
apnic|ID|asn|55869|1|20101115|allocated
apnic|AU|asn|55870|1|20101115|allocated
apnic|AU|asn|55871|1|20101115|allocated
apnic|NZ|asn|55872|1|20101117|allocated
apnic|JP|asn|55873|1|20101118|allocated
apnic|AU|asn|55874|1|20101119|allocated
apnic|AU|asn|55875|1|20101119|allocated
apnic|AU|asn|55876|1|20101119|allocated
apnic|CN|asn|55877|1|20101122|allocated
apnic|AU|asn|55878|1|20101122|allocated
apnic|IN|asn|55879|1|20101122|allocated
apnic|AU|asn|55880|1|20101123|allocated
apnic|AU|asn|55881|1|20101123|allocated
apnic|MN|asn|55882|1|20101123|allocated
apnic|CN|asn|55883|1|20101124|allocated
apnic|AU|asn|55884|1|20101124|allocated
apnic|NU|asn|55885|1|20101126|allocated
apnic|CN|asn|55886|1|20101129|allocated
apnic|NZ|asn|55887|1|20101129|allocated
apnic|JP|asn|55888|25|20101129|allocated
apnic|AU|asn|55913|1|20101201|allocated
apnic|AU|asn|55914|1|20101201|allocated
apnic|NP|asn|55915|1|20101202|allocated
apnic|TH|asn|55916|1|20101202|allocated
apnic|IN|asn|55917|1|20101206|allocated
apnic|IN|asn|55918|1|20101206|allocated
apnic|SG|asn|55919|1|20101206|allocated
apnic|AU|asn|55920|1|20101206|allocated
apnic|AU|asn|55921|1|20101207|allocated
apnic|AU|asn|55922|1|20101207|allocated
apnic|AU|asn|55923|1|20101207|allocated
apnic|AU|asn|55924|1|20101207|allocated
apnic|TH|asn|55925|1|20101208|allocated
apnic|NZ|asn|55926|1|20101208|allocated
apnic|TH|asn|55927|1|20101208|allocated
apnic|KH|asn|55928|1|20101209|allocated
apnic|CN|asn|55929|1|20101209|allocated
apnic|IN|asn|55930|1|20101209|allocated
apnic|AU|asn|55931|1|20101209|allocated
apnic|TH|asn|55932|1|20101209|allocated
apnic|HK|asn|55933|1|20101210|allocated
apnic|AU|asn|55934|1|20101210|allocated
apnic|JP|asn|55935|1|20101213|allocated
apnic|NZ|asn|55936|1|20101213|allocated
apnic|CN|asn|55937|1|20101214|allocated
apnic|TH|asn|55938|1|20101214|allocated
apnic|PH|asn|55939|1|20101214|allocated
apnic|HK|asn|55940|1|20101215|allocated
apnic|AU|asn|55941|1|20101215|allocated
apnic|PF|asn|55943|1|20101215|allocated
apnic|MV|asn|55944|1|20101217|allocated
apnic|HK|asn|55945|1|20101217|allocated
apnic|NZ|asn|55946|1|20101217|allocated
apnic|IN|asn|55947|1|20101221|allocated
apnic|NZ|asn|55948|1|20101222|allocated
apnic|JP|asn|55949|1|20101223|allocated
apnic|MY|asn|55950|1|20101223|allocated
apnic|MY|asn|55951|1|20101223|allocated
apnic|HK|asn|55952|1|20101223|allocated
apnic|HK|asn|55953|1|20101223|allocated
apnic|AU|asn|55954|1|20101223|allocated
apnic|AU|asn|55955|1|20101223|allocated
apnic|CN|asn|55956|60|20101224|allocated
apnic|KH|asn|56016|1|20101224|allocated
apnic|PF|asn|56017|1|20101224|allocated
apnic|TH|asn|56018|1|20101224|allocated
apnic|CN|asn|56019|1|20101224|allocated
apnic|AU|asn|56020|1|20101231|allocated
apnic|JP|asn|56021|1|20110105|allocated
apnic|JP|asn|56022|1|20110105|allocated
apnic|JP|asn|56023|1|20110105|allocated
apnic|JP|asn|56024|1|20110105|allocated
apnic|JP|asn|56025|1|20110105|allocated
apnic|AU|asn|56026|1|20110105|allocated
apnic|HK|asn|56027|1|20110105|allocated
apnic|NZ|asn|56028|1|20110110|allocated
apnic|JP|asn|56029|1|20110110|allocated
apnic|NZ|asn|56030|1|20110110|allocated
apnic|BD|asn|56031|1|20110112|allocated
apnic|BD|asn|56032|1|20110113|allocated
apnic|JP|asn|56033|1|20110113|allocated
apnic|PH|asn|56034|1|20110120|allocated
apnic|AU|asn|56035|1|20110114|allocated
apnic|NZ|asn|56036|1|20110114|allocated
apnic|AU|asn|56037|1|20110114|allocated
apnic|AU|asn|56038|1|20110114|allocated
apnic|SG|asn|56039|1|20110118|allocated
apnic|CN|asn|56040|3|20110119|allocated
apnic|SG|asn|56043|1|20110119|allocated
apnic|CN|asn|56044|5|20110119|allocated
apnic|HK|asn|56049|1|20110119|allocated
apnic|TH|asn|56050|1|20110120|allocated
apnic|AU|asn|56051|1|20110120|allocated
apnic|PK|asn|56052|1|20110126|allocated
apnic|CN|asn|56053|1|20110127|allocated
apnic|BD|asn|56054|1|20110127|allocated
apnic|NC|asn|56055|1|20110127|allocated
apnic|IN|asn|56056|1|20110128|allocated
apnic|AU|asn|56057|1|20110128|allocated
apnic|AU|asn|56058|1|20110128|allocated
apnic|HK|asn|56059|1|20110128|allocated
apnic|ID|asn|56060|1|20110131|allocated
apnic|IN|asn|56061|1|20110131|allocated
apnic|AU|asn|56062|1|20110202|allocated
apnic|AU|asn|56063|1|20110202|allocated
apnic|IN|asn|56064|1|20110203|allocated
apnic|AU|asn|56065|1|20110203|allocated
apnic|PH|asn|56066|1|20110203|allocated
apnic|TH|asn|56067|1|20110204|allocated
apnic|NZ|asn|56068|1|20110204|allocated
apnic|IN|asn|56069|1|20110204|allocated
apnic|PH|asn|56071|1|20110204|allocated
apnic|AU|asn|56072|1|20110207|allocated
apnic|AU|asn|56073|1|20110207|allocated
apnic|AU|asn|56074|1|20110207|allocated
apnic|AU|asn|56076|1|20110208|allocated
apnic|IN|asn|56077|1|20110208|allocated
apnic|AU|asn|56079|1|20110208|allocated
apnic|HK|asn|56080|1|20110208|allocated
apnic|AU|asn|56081|1|20110209|allocated
apnic|AU|asn|56083|1|20110210|allocated
apnic|AU|asn|56084|1|20110210|allocated
apnic|TH|asn|56085|1|20110211|allocated
apnic|AU|asn|56086|1|20110211|allocated
apnic|AU|asn|56087|1|20110211|allocated
apnic|ID|asn|56088|1|20110214|allocated
apnic|NC|asn|56089|1|20110217|allocated
apnic|HK|asn|56090|1|20110217|allocated
apnic|HK|asn|56091|1|20110217|allocated
apnic|MY|asn|56092|1|20110218|allocated
apnic|IN|asn|56093|1|20110218|allocated
apnic|SG|asn|56094|1|20110218|allocated
apnic|PH|asn|56095|1|20110221|allocated
apnic|TH|asn|56096|1|20110221|allocated
apnic|IN|asn|56097|1|20110221|allocated
apnic|AU|asn|56098|1|20110221|allocated
apnic|PH|asn|56099|1|20110222|allocated
apnic|PH|asn|56100|1|20110222|allocated
apnic|NZ|asn|56101|1|20110222|allocated
apnic|NZ|asn|56102|1|20110222|allocated
apnic|HK|asn|56103|1|20110222|allocated
apnic|AU|asn|56104|1|20110222|allocated
apnic|AU|asn|56105|1|20110223|allocated
apnic|AU|asn|56106|1|20110224|allocated
apnic|IN|asn|56107|1|20110225|allocated
apnic|IN|asn|56108|1|20110228|allocated
apnic|MY|asn|56109|1|20110228|allocated
apnic|IN|asn|56110|1|20110301|allocated
apnic|MY|asn|56111|1|20110301|allocated
apnic|TH|asn|56112|1|20110301|allocated
apnic|AU|asn|56113|1|20110301|allocated
apnic|SG|asn|56114|1|20110302|allocated
apnic|BD|asn|56115|1|20110302|allocated
apnic|CN|asn|56116|1|20110303|allocated
apnic|TH|asn|56117|1|20110303|allocated
apnic|TH|asn|56118|1|20110303|allocated
apnic|CN|asn|56119|1|20110303|allocated
apnic|TH|asn|56120|1|20110307|allocated
apnic|BD|asn|56121|1|20110307|allocated
apnic|SG|asn|56122|1|20110307|allocated
apnic|AU|asn|56123|1|20110307|allocated
apnic|IN|asn|56124|1|20110308|allocated
apnic|IN|asn|56125|1|20110308|allocated
apnic|PK|asn|56126|1|20110308|allocated
apnic|CN|asn|56127|1|20110308|allocated
apnic|PH|asn|56128|1|20110310|allocated
apnic|AU|asn|56129|1|20110310|allocated
apnic|TH|asn|56130|1|20110311|allocated
apnic|AU|asn|56131|1|20110311|allocated
apnic|AU|asn|56132|1|20110314|allocated
apnic|AU|asn|56133|1|20110314|allocated
apnic|TH|asn|56134|1|20110315|allocated
apnic|AU|asn|56135|1|20110315|allocated
apnic|HK|asn|56136|1|20110316|allocated
apnic|NZ|asn|56137|1|20110316|allocated
apnic|BD|asn|56138|1|20110317|allocated
apnic|IN|asn|56139|1|20110317|allocated
apnic|MY|asn|56140|1|20110317|allocated
apnic|VN|asn|56141|20|20110317|allocated
apnic|SG|asn|56161|1|20110317|allocated
apnic|AU|asn|56162|1|20110317|allocated
apnic|AU|asn|56163|1|20110318|allocated
apnic|PH|asn|56164|1|20110318|allocated
apnic|PH|asn|56165|1|20110321|allocated
apnic|IN|asn|56166|1|20110321|allocated
apnic|PK|asn|56167|1|20110322|allocated
apnic|TH|asn|56168|1|20110322|allocated
apnic|MY|asn|56169|1|20110322|allocated
apnic|BD|asn|56170|1|20110322|allocated
apnic|NZ|asn|56171|1|20110323|allocated
apnic|SG|asn|56172|1|20110325|allocated
apnic|SG|asn|56173|1|20110328|allocated
apnic|NZ|asn|56174|1|20110328|allocated
apnic|SG|asn|56175|1|20110329|allocated
apnic|CN|asn|56176|1|20110329|allocated
apnic|AU|asn|56177|1|20110329|allocated
apnic|AU|asn|56178|1|20110330|allocated
apnic|TW|asn|56179|1|20110331|allocated
apnic|HK|asn|56180|1|20110331|allocated
apnic|MY|asn|56181|1|20110331|allocated
apnic|AU|asn|56182|1|20110404|allocated
apnic|AU|asn|56183|1|20110404|allocated
apnic|AU|asn|56184|1|20110404|allocated
apnic|AU|asn|56185|1|20110404|allocated
apnic|NZ|asn|56186|1|20110405|allocated
apnic|CN|asn|56187|1|20110405|allocated
apnic|PH|asn|56188|1|20110405|allocated
apnic|NZ|asn|56189|1|20110406|allocated
apnic|HK|asn|56190|1|20110407|allocated
apnic|AU|asn|56191|1|20110407|allocated
apnic|PK|asn|56192|1|20110407|allocated
apnic|IN|asn|56193|1|20110407|allocated
apnic|MN|asn|56194|1|20110408|allocated
apnic|HK|asn|56195|1|20110410|allocated
apnic|NP|asn|56196|1|20110411|allocated
apnic|SG|asn|56197|1|20110411|allocated
apnic|SG|asn|56198|1|20110412|allocated
apnic|AU|asn|56199|1|20110413|allocated
apnic|GU|asn|56200|1|20110413|allocated
apnic|IN|asn|56201|1|20110414|allocated
apnic|IN|asn|56202|1|20110415|allocated
apnic|AU|asn|56203|1|20110415|allocated
apnic|NP|asn|56204|1|20110415|allocated
apnic|HK|asn|56205|1|20110418|allocated
apnic|AU|asn|56206|1|20110418|allocated
apnic|PH|asn|56207|1|20110418|allocated
apnic|AU|asn|56208|1|20110418|allocated
apnic|IN|asn|56209|1|20110419|allocated
apnic|IN|asn|56211|1|20110419|allocated
apnic|PH|asn|56212|1|20110420|allocated
apnic|NZ|asn|56214|1|20110420|allocated
apnic|SG|asn|56215|1|20110420|allocated
apnic|NZ|asn|56216|1|20110420|allocated
apnic|JP|asn|56218|1|20110421|allocated
apnic|AU|asn|56219|1|20110421|allocated
apnic|AU|asn|56220|1|20110421|allocated
apnic|MY|asn|56221|1|20110421|allocated
apnic|PH|asn|56222|1|20110421|allocated
apnic|TH|asn|56223|1|20110427|allocated
apnic|IN|asn|56224|1|20110427|allocated
apnic|AU|asn|56225|1|20110427|allocated
apnic|AU|asn|56227|1|20110427|allocated
apnic|AU|asn|56228|1|20110427|allocated
apnic|MY|asn|56229|1|20110428|allocated
apnic|CN|asn|56230|1|20110429|allocated
apnic|MY|asn|56231|1|20110429|allocated
apnic|ID|asn|56232|30|20110503|allocated
apnic|PH|asn|56262|1|20110504|allocated
apnic|AU|asn|56263|1|20110504|allocated
apnic|BD|asn|56264|1|20110504|allocated
apnic|AU|asn|56265|1|20110505|allocated
apnic|NP|asn|56266|1|20110506|allocated
apnic|PH|asn|56267|1|20110509|allocated
apnic|IN|asn|56268|1|20110509|allocated
apnic|PH|asn|56269|1|20110510|allocated
apnic|AU|asn|56270|1|20110510|allocated
apnic|AU|asn|56271|1|20110510|allocated
apnic|IN|asn|56272|1|20110511|allocated
apnic|AU|asn|56273|1|20110511|allocated
apnic|SG|asn|56274|1|20110511|allocated
apnic|MY|asn|56275|1|20110511|allocated
apnic|HK|asn|56276|1|20110511|allocated
apnic|TH|asn|56277|1|20110512|allocated
apnic|IN|asn|56278|1|20110512|allocated
apnic|CN|asn|56279|1|20110513|allocated
apnic|AU|asn|56280|1|20110513|allocated
apnic|AU|asn|56281|1|20110513|allocated
apnic|CN|asn|56282|1|20110513|allocated
apnic|IN|asn|56283|1|20110516|allocated
apnic|AU|asn|56284|1|20110516|allocated
apnic|IN|asn|56285|1|20110516|allocated
apnic|MY|asn|56286|1|20110516|allocated
apnic|AU|asn|56287|1|20110516|allocated
apnic|LK|asn|56288|1|20110517|allocated
apnic|SG|asn|56289|1|20110517|allocated
apnic|IN|asn|56290|1|20110518|allocated
apnic|JP|asn|56291|1|20110518|allocated
apnic|CN|asn|56292|1|20110519|allocated
apnic|MN|asn|56293|1|20110520|allocated
apnic|AU|asn|56294|1|20110520|allocated
apnic|AU|asn|56295|1|20110520|allocated
apnic|AU|asn|56296|1|20110523|allocated
apnic|NZ|asn|56297|1|20110523|allocated
apnic|AU|asn|56298|1|20110524|allocated
apnic|PH|asn|56299|1|20110526|allocated
apnic|MN|asn|56301|1|20110601|allocated
apnic|HK|asn|56302|1|20110602|allocated
apnic|AU|asn|56303|1|20110603|allocated
apnic|NZ|asn|56304|1|20110606|allocated
apnic|AU|asn|56305|1|20110610|allocated
apnic|ID|asn|56306|1|20110615|allocated
apnic|AU|asn|56307|1|20110617|allocated
apnic|SG|asn|56308|1|20110621|allocated
apnic|TH|asn|56309|1|20110621|allocated
apnic|PG|asn|56310|1|20110621|allocated
apnic|HK|asn|56311|1|20110622|allocated
apnic|IN|asn|56312|1|20110623|allocated
apnic|PH|asn|56313|1|20110623|allocated
apnic|CN|asn|56314|1|20110829|allocated
apnic|IN|asn|56315|1|20110627|allocated
apnic|PH|asn|56316|1|20110627|allocated
apnic|AU|asn|56317|1|20110628|allocated
apnic|AU|asn|56318|1|20110629|allocated
apnic|AU|asn|58368|1|20110810|allocated
apnic|ID|asn|58369|1|20110812|allocated
apnic|TH|asn|58370|1|20110815|allocated
apnic|IN|asn|58371|1|20110815|allocated
apnic|AU|asn|58372|1|20110815|allocated
apnic|AU|asn|58373|1|20110815|allocated
apnic|AU|asn|58374|1|20110816|allocated
apnic|ID|asn|58375|30|20110818|allocated
apnic|IN|asn|58405|1|20110819|allocated
apnic|MN|asn|58406|1|20110822|allocated
apnic|HK|asn|58407|1|20110823|allocated
apnic|AU|asn|58408|1|20110823|allocated
apnic|AU|asn|58409|1|20110826|allocated
apnic|CN|asn|58410|1|20110829|allocated
apnic|CN|asn|58412|1|20110829|allocated
apnic|NP|asn|58413|1|20110830|allocated
apnic|AU|asn|58414|1|20110830|allocated
apnic|CN|asn|58415|2|20110831|allocated
apnic|CN|asn|58417|1|20110902|allocated
apnic|AU|asn|58418|1|20110902|allocated
apnic|IN|asn|58419|1|20110908|allocated
apnic|BD|asn|58420|1|20110909|allocated
apnic|NZ|asn|58421|1|20110909|allocated
apnic|AU|asn|58422|1|20110913|allocated
apnic|NZ|asn|58423|1|20110913|allocated
apnic|KH|asn|58424|1|20110921|allocated
apnic|ID|asn|58425|1|20110923|allocated
apnic|HK|asn|58426|1|20110927|allocated
apnic|AF|asn|58427|1|20110927|allocated
apnic|IN|asn|58428|2|20110928|allocated
apnic|TH|asn|58430|1|20110928|allocated
apnic|AU|asn|58431|1|20110930|allocated
apnic|IN|asn|58432|1|20111003|allocated
apnic|NP|asn|58433|1|20111004|allocated
apnic|AU|asn|58434|1|20111010|allocated
apnic|PH|asn|58435|1|20111011|allocated
apnic|SG|asn|58436|1|20111012|allocated
apnic|PH|asn|58437|1|20111014|allocated
apnic|IN|asn|58438|1|20111017|allocated
apnic|MN|asn|58439|1|20111019|allocated
apnic|AU|asn|58440|1|20111020|allocated
apnic|HK|asn|58441|1|20111021|allocated
apnic|IN|asn|58442|1|20111021|allocated
apnic|AU|asn|58443|1|20111021|allocated
apnic|NZ|asn|58444|1|20111021|allocated
apnic|BD|asn|58445|1|20111025|allocated
apnic|AU|asn|58446|1|20111026|allocated
apnic|KH|asn|58447|1|20111031|allocated
apnic|CN|asn|58448|1|20111103|allocated
apnic|ID|asn|58449|1|20111104|allocated
apnic|HK|asn|58450|1|20111104|allocated
apnic|HK|asn|58451|1|20111109|allocated
apnic|ID|asn|58452|1|20111115|allocated
apnic|HK|asn|58453|1|20111115|allocated
apnic|BD|asn|58454|1|20111115|allocated
apnic|HK|asn|58455|1|20111116|allocated
apnic|NP|asn|58456|1|20111117|allocated
apnic|IN|asn|58457|1|20111117|allocated
apnic|AU|asn|58458|1|20111121|allocated
apnic|NP|asn|58459|1|20111124|allocated
apnic|PG|asn|58460|1|20111128|allocated
apnic|CN|asn|58461|1|20111201|allocated
apnic|IN|asn|58462|1|20111201|allocated
apnic|ID|asn|58463|1|20111202|allocated
apnic|AU|asn|58464|1|20111205|allocated
apnic|KH|asn|58465|1|20111206|allocated
apnic|CN|asn|58466|1|20111208|allocated
apnic|PK|asn|58467|1|20111212|allocated
apnic|PK|asn|58468|1|20111212|allocated
apnic|AF|asn|58469|1|20111213|allocated
apnic|PK|asn|58470|1|20111213|allocated
apnic|AF|asn|58471|1|20111213|allocated
apnic|BD|asn|58472|1|20111216|allocated
apnic|AU|asn|58473|1|20111220|allocated
apnic|ID|asn|58474|30|20111221|allocated
apnic|NP|asn|58504|1|20111222|allocated
apnic|AU|asn|58505|1|20111223|allocated
apnic|PK|asn|58506|1|20120103|allocated
apnic|AU|asn|58507|1|20120105|allocated
apnic|BD|asn|58508|1|20120106|allocated
apnic|AU|asn|58509|1|20120110|allocated
apnic|AU|asn|58510|1|20120110|allocated
apnic|AU|asn|58511|1|20120113|allocated
apnic|PK|asn|58512|1|20120113|allocated
apnic|SG|asn|58513|1|20120125|allocated
apnic|ID|asn|58514|1|20120125|allocated
apnic|PK|asn|58515|1|20120127|allocated
apnic|HK|asn|58516|1|20120202|allocated
apnic|CN|asn|58517|4|20120203|allocated
apnic|SG|asn|58521|1|20120206|allocated
apnic|IN|asn|58522|1|20120206|allocated
apnic|SG|asn|58523|1|20120206|allocated
apnic|FM|asn|58524|1|20120209|allocated
apnic|AU|asn|58525|1|20120210|allocated
apnic|PH|asn|58526|1|20120210|allocated
apnic|BD|asn|58527|1|20120210|allocated
apnic|AU|asn|58528|1|20120210|allocated
apnic|IN|asn|58529|1|20120213|allocated
apnic|AU|asn|58530|1|20120213|allocated
apnic|JP|asn|58531|1|20120215|allocated
apnic|AU|asn|58532|1|20120215|allocated
apnic|AU|asn|58533|1|20120216|allocated
apnic|AU|asn|58534|1|20120227|allocated
apnic|JP|asn|58535|1|20120228|allocated
apnic|CN|asn|58536|1|20120229|allocated
apnic|IN|asn|58537|1|20120301|allocated
apnic|AU|asn|58538|1|20120301|allocated
apnic|CN|asn|58539|5|20120302|allocated
apnic|TH|asn|58544|1|20120302|allocated
apnic|AU|asn|58545|1|20120306|allocated
apnic|AU|asn|58546|1|20120307|allocated
apnic|CN|asn|58548|1|20120312|allocated
apnic|ID|asn|58549|10|20120313|allocated
apnic|AU|asn|58559|1|20120314|allocated
apnic|HK|asn|58560|1|20120316|allocated
apnic|ID|asn|58561|1|20120320|allocated
apnic|SG|asn|58562|1|20120323|allocated
apnic|CN|asn|58563|12|20120323|allocated
apnic|PH|asn|58575|1|20120329|allocated
apnic|AU|asn|58576|1|20120330|allocated
apnic|IN|asn|58577|1|20120402|allocated
apnic|MY|asn|58578|1|20120410|allocated
apnic|HK|asn|58579|1|20120411|allocated
apnic|AU|asn|58580|1|20120412|allocated
apnic|BD|asn|58581|1|20120413|allocated
apnic|AU|asn|58582|1|20120413|allocated
apnic|AU|asn|58583|1|20120416|allocated
apnic|AU|asn|58584|1|20120416|allocated
apnic|IN|asn|58585|1|20120418|allocated
apnic|TH|asn|58586|1|20120420|allocated
apnic|BD|asn|58587|1|20120424|allocated
apnic|AU|asn|58588|1|20120424|allocated
apnic|AU|asn|58589|1|20120430|allocated
apnic|IN|asn|58590|1|20120502|allocated
apnic|AU|asn|58591|1|20120502|allocated
apnic|IN|asn|58592|1|20120504|allocated
apnic|SG|asn|58593|1|20120504|allocated
apnic|IN|asn|58594|1|20120504|allocated
apnic|AU|asn|58595|1|20120508|allocated
apnic|IN|asn|58597|1|20120510|allocated
apnic|MN|asn|58598|1|20120510|allocated
apnic|BD|asn|58599|1|20120511|allocated
apnic|NZ|asn|58600|1|20120511|allocated
apnic|BD|asn|58601|1|20120511|allocated
apnic|PK|asn|58602|1|20120514|allocated
apnic|IN|asn|58603|1|20120515|allocated
apnic|PH|asn|58604|1|20120516|allocated
apnic|AU|asn|58605|1|20120517|allocated
apnic|AU|asn|58606|1|20120517|allocated
apnic|BD|asn|58607|1|20120518|allocated
apnic|IN|asn|58608|1|20120518|allocated
apnic|PK|asn|58609|1|20120521|allocated
apnic|NZ|asn|58610|1|20120521|allocated
apnic|AU|asn|58611|1|20120521|allocated
apnic|AU|asn|58612|1|20120521|allocated
apnic|AU|asn|58613|1|20120522|allocated
apnic|PK|asn|58614|1|20120528|allocated
apnic|BD|asn|58615|1|20120528|allocated
apnic|BD|asn|58616|1|20120529|allocated
apnic|PK|asn|58617|1|20120529|allocated
apnic|AU|asn|58618|1|20120529|allocated
apnic|SG|asn|58619|1|20120529|allocated
apnic|AU|asn|58620|1|20120529|allocated
apnic|SG|asn|58621|1|20120601|allocated
apnic|MY|asn|58622|1|20120601|allocated
apnic|BD|asn|58623|1|20120605|allocated
apnic|NZ|asn|58624|1|20120613|allocated
apnic|MN|asn|58625|1|20120613|allocated
apnic|PK|asn|58626|1|20120615|allocated
apnic|HK|asn|58627|1|20120619|allocated
apnic|CN|asn|58628|1|20120620|allocated
apnic|BD|asn|58629|1|20120620|allocated
apnic|AF|asn|58630|1|20120621|allocated
apnic|NZ|asn|58631|1|20120621|allocated
apnic|AU|asn|58632|1|20120622|allocated
